decision_id,decision,score,distinctive_max,register_id,register_birth_date,register_family_name,register_given_name,register_name,register_sex,sample_id,sample_birth_date,sample_family_name,sample_given_name,sample_name,sample_sex,evidence,review_outcome,reviewer,reviewed_at,reason
xwd:sha256:4bf32e3af72561fd09bc13b8631975079d4e9a9bdf35acf84e5a34c048b97ff5,match,1.0,1.0,873,2019-02-18,Chavez,Juan,Juan Carlos Chavez,M,873,2019-02-18,Chavez,Juan,Juan Carlos Chavez,M,"{""birth_date"": 1.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:9b759dc9570ea3c3ad3d9b6291a8e12ea73f10488a7b3e41c9872c6c4018bd63,match,1.0,1.0,876,2017-08-30,Gonzalez,Angel,Angel Luis Gonzalez,M,876,2017-08-30,Gonzalez,Angel,Angel Luis Gonzalez,M,"{""birth_date"": 1.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:ea2ba2060e4f4721232b90daf80f1d392a54ad69680b7dcc62ef3473b2aa9a18,match,1.0,1.0,879,2019-03-24,Rodriguez,Gabriel,Gabriel Eduardo Rodriguez,M,879,2019-03-24,Rodriguez,Gabriel,Gabriel Eduardo Rodriguez,M,"{""birth_date"": 1.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:4a23ff244b0bfc8a6706b18ea05828dc1632796f52a36a2144f74ecb7a090af1,match,1.0,1.0,880,2017-05-12,Sanchez,Miguel,Miguel Angel Sanchez,M,880,2017-05-12,Sanchez,Miguel,Miguel Angel Sanchez,M,"{""birth_date"": 1.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:fed26ab1c9f7e3e2a083aa9d46baa036b77fc97520435f87caf057d422b295ba,match,1.0,1.0,886,2017-02-21,Alvarez,Jose,Jose Ramon Alvarez,M,886,2017-02-21,Alvarez,Jose,Jose Ramon Alvarez,M,"{""birth_date"": 1.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:16c7489f1a3766395d0b2d26927ce1f295798317d29d47b05beb4b8220c724e0,match,1.0,1.0,888,2017-08-24,Alsaud,Rana,Rana Mariam Alsaud,F,888,2017-08-24,Alsaud,Rana,Rana Mariam Alsaud,F,"{""birth_date"": 1.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:d96824e1fcb1235aaa17a5038d647a86fadf8138734f94d125f18b2f53861743,match,1.0,1.0,891,2017-04-19,Almasri,Zahra,Zahra Amira Almasri,F,891,2017-04-19,Almasri,Zahra,Zahra Amira Almasri,F,"{""birth_date"": 1.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:c155618e7674bed71156a78476862d0276f788bf744f07ebbc2b774bb18d0afe,match,1.0,1.0,896,2017-06-11,Almahmoud,Rasha,Rasha Noor Almahmoud,F,896,2017-06-11,Almahmoud,Rasha,Rasha Noor Almahmoud,F,"{""birth_date"": 1.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:10f711bb362fe0b1a437561f64671fe82612ef62a1f9963733fe4fc3b99b8d2a,match,1.0,1.0,902,2016-10-12,Almousa,Sanaa,Sanaa Saida Almousa,F,902,2016-10-12,Almousa,Sanaa,Sanaa Saida Almousa,F,"{""birth_date"": 1.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:0e077327a89cb7a4ca24b3e92d558f4b65f0b19eef331887d17ce920b81727a8,match,1.0,1.0,906,2020-11-26,Alabadi,Salma,Salma Aisha Alabadi,,906,2020-11-26,Alabadi,Salma,Salma Aisha Alabadi,F,"{""birth_date"": 1.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:b8612cf1a75334fa53300c466dfd242464849f3aae9d9bb97ffd34d394d6753b,match,1.0,1.0,919,2018-12-30,Almansour,Nizar,Nizar Tawfiq Almansour,M,919,2018-12-30,Almansour,Nizar,Nizar Tawfiq Almansour,M,"{""birth_date"": 1.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:6288d0a44651af5af03a4e50e456084b38e7965e268f221dc3459b65e94efbc6,match,1.0,1.0,920,2017-01-25,Alhashimi,Adnan,Adnan Raed Alhashimi,M,920,2017-01-25,Alhashimi,Adnan,Adnan Raed Alhashimi,M,"{""birth_date"": 1.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:36724a7b478c87b37ae3cefd77e599e23e15e1f6ab797c0095bfbf02591dd5f3,match,1.0,1.0,922,2018-06-27,Alattar,Zaid,Zaid Omar Alattar,M,922,2018-06-27,Alattar,Zaid,Zaid Omar Alattar,M,"{""birth_date"": 1.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:98bda67df72f67df98bced1c545f0884d196b88397767a49ccf389ebd1ec598f,match,1.0,1.0,932,2019-08-09,Kim,Emma,Emma Louise Kim,F,932,2019-08-09,Kim,Emma,Emma Louise Kim,F,"{""birth_date"": 1.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:a00bf5cd9a4193b110e940c8435291d962b1f4efce7482bfd36bda828a3a5de4,match,1.0,1.0,933,2017-02-08,Smith,Charlotte,Charlotte Anne Smith,F,933,2017-02-08,Smith,Charlotte,Charlotte Anne Smith,F,"{""birth_date"": 1.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:9eb4739cd901c466c3015802bcccdcdd41daf2b0eea5bf83a7b49e15de5fa8bf,match,1.0,1.0,937,2018-07-19,Brown,Evelyn,Evelyn Paige Brown,F,937,2018-07-19,Brown,Evelyn,Evelyn Paige Brown,F,"{""birth_date"": 1.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:e00d0fbe05263e25349920c01bcb94436a2e2eb7b5b4f4d776d79a75f121d20f,match,1.0,1.0,950,2020-11-05,Martinez,Grace,Grace Elizabeth Martinez,F,950,2020-11-05,Martinez,Grace,Grace Elizabeth Martinez,F,"{""birth_date"": 1.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:914f4e59e3455aa4d2186ef00b1923372ca042b0cfe75edf2b9c375623faa2cb,match,1.0,1.0,952,2018-12-10,Turner,Harper,Harper Marie Turner,F,952,2018-12-10,Turner,Harper,Harper Marie Turner,F,"{""birth_date"": 1.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:31f0f73f6a9ccf3abed1e2b4f0ecf05e77906bf9629d4e62c830e5c635478c8d,match,1.0,1.0,955,2016-10-28,White,Hazel,Hazel Olivia White,F,955,2016-10-28,White,Hazel,Hazel Olivia White,F,"{""birth_date"": 1.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:50ab6d93e368566aad247e0a3d9a4468ce67ee1b51bd68b23b831cdb37565b95,match,1.0,1.0,956,2018-06-30,Jackson,Layla,Layla Rose Jackson,F,956,2018-06-30,Jackson,Layla,Layla Rose Jackson,F,"{""birth_date"": 1.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:1f1076a909ebc148cbc701e81e5abe73995b4c72aaccfba2b4dcf53b0186d13a,match,1.0,1.0,972,2020-08-20,Garcia,Matthew,Matthew David Garcia,M,972,2020-08-20,Garcia,Matthew,Matthew David Garcia,M,"{""birth_date"": 1.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:42620c9fd2861877a42f6eafcaba7bba0200efc021d73a74afba20f78d0ac5be,match,1.0,1.0,973,2017-02-19,Martinez,Christopher,Christopher John Martinez,M,973,2017-02-19,Martinez,Christopher,Christopher John Martinez,M,"{""birth_date"": 1.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:d7e657e888d7a5e1f34b6a96e3b0d279e319db0c7d21475867be97db216333f8,match,1.0,1.0,975,2016-03-01,Clark,Noah,Noah Samuel Clark,M,975,2016-03-01,Clark,Noah,Noah Samuel Clark,M,"{""birth_date"": 1.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:ba03e7ec817f189790c62db0623836f1c0c57115e470f3c4d8115a1a0a00177d,match,1.0,1.0,978,2017-01-29,Smith,Isaac,Isaac Benjamin Smith,M,978,2017-01-29,Smith,Isaac,Isaac Benjamin Smith,M,"{""birth_date"": 1.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:b1c7165c1f627301ff1670c2202a8a344b51728c157e99375e8795393d48d4ac,match,1.0,1.0,982,2017-12-16,Turner,Owen,Owen Christopher Turner,M,982,2017-12-16,Turner,Owen,Owen Christopher Turner,M,"{""birth_date"": 1.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:bb3bb4f690812261eff3cf0cdcf91947352431228568c56bf1c9351d3f932663,match,1.0,1.0,983,2020-05-18,White,Caleb,Caleb Joshua White,M,983,2020-05-18,White,Caleb,Caleb Joshua White,M,"{""birth_date"": 1.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:635c5191bd8de26889822e45077e4bb5b83668aca9f5a656b775fb624e280f03,match,1.0,1.0,990,2020-11-26,Garcia,Andrew,Andrew Matthew Garcia,M,990,2020-11-26,Garcia,Andrew,Andrew Matthew Garcia,M,"{""birth_date"": 1.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:d4a1189f63a542f7500133383669ad847ff99732c74e8c4f736d43753a3e024d,match,1.0,1.0,995,2016-10-15,Anderson,James,James Thomas Anderson,,995,2016-10-15,Anderson,James,James Thomas Anderson,M,"{""birth_date"": 1.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:c6a5224f091ba9494c198de0c5abd58609233b864b4190b70b83e190988a4358,match,1.0,1.0,996,2018-06-17,Perez,Joseph,Joseph Matthew Perez,,996,2018-06-17,Perez,Joseph,Joseph Matthew Perez,M,"{""birth_date"": 1.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:debb15f1cac189c1bc87afadc8d2af39d6d5fbe86125e31b08ca6a7a9bef28c3,match,1.0,1.0,999,2019-04-09,Kim,David,David Paul Kim,M,999,2019-04-09,Kim,David,David Paul Kim,M,"{""birth_date"": 1.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:efc19dfa21e45b48ac44dd220bb3eea120759ff85ce31f9bcaa898b9145d151a,match,0.8445,0.8,352,2016-11-30,Lee,Arianna,Arianna Lee,F,352,2016-11-30,Lee,Arianna,Arianna Marie Lee,F,"{""birth_date"": 1.0, ""name"": 0.8, ""name_tftoken"": 0.734}",,,,
xwd:sha256:a97cc6df165c52de662a23d85390812acedcc46ae193d696735fabf750164222,match,0.8423,0.8,146,2019-06-21,Cook,Rylan,Rylan Cook,M,146,2019-06-21,Cook,Rylan,Rylan Gabriel Cook,M,"{""birth_date"": 1.0, ""name"": 0.8, ""name_tftoken"": 0.727}",,,,
xwd:sha256:cac91fdf222e23fa404caddd6f82c1109b9f1574c39f61355d342f118a9154b9,match,0.8413,0.8,504,2016-09-22,Anderson,Blake,Blake Anderson,M,504,2016-09-22,Anderson,Blake,Blake Christopher Anderson,M,"{""birth_date"": 1.0, ""name"": 0.8, ""name_tftoken"": 0.724}",,,,
xwd:sha256:ea2d5d9b82e28de51decfef4dbb617560640fe0801b2e1141a3dcf594c3662fe,match,0.8392,0.8,616,2017-08-02,Ward,Eric,Eric Ward,M,616,2017-08-02,Ward,Eric,Eric James Ward,M,"{""birth_date"": 1.0, ""name"": 0.8, ""name_tftoken"": 0.718}",,,,
xwd:sha256:53cd370c4431935de458e51919a586e4a86e35408255a8264e8382a463e0e858,match,0.8391,0.8,150,2020-11-20,Davisscott,Logan,Logan Davisscott,M,150,2020-11-20,Davisscott,Logan,Logan Anthony Davisscott,M,"{""birth_date"": 1.0, ""name"": 0.8, ""name_tftoken"": 0.717}",,,,
xwd:sha256:9845330a0e8e983b979e6579c3e61ccb573a819653efc91aa6301da10ed62908,match,0.8384,0.8,615,2019-12-13,Cooper,Zachary,Zachary Cooper,M,615,2019-12-13,Cooper,Zachary,Zachary Matthew Cooper,M,"{""birth_date"": 1.0, ""name"": 0.8, ""name_tftoken"": 0.715}",,,,
xwd:sha256:4d8bfafd9a3f49b528c924b4e6f99fb23d868dd16357cb7d0356fdfa909d5800,match,0.8359,0.8,344,2020-11-10,Lee,Madelyn,Madelyn Lee,F,344,2020-11-10,Lee,Madelyn,Madelyn Elizabeth Lee,F,"{""birth_date"": 1.0, ""name"": 0.8, ""name_tftoken"": 0.708}",,,,
xwd:sha256:f785b0a6b0e52e2d26033c0e28b05e8123e8772a951391dc3fc805d495a1840c,match,0.8285,0.8,148,2018-12-28,Richardson,Drew,Drew Richardson,M,148,2018-12-28,Richardson,Drew,Drew Zachary Richardson,M,"{""birth_date"": 1.0, ""name"": 0.8, ""name_tftoken"": 0.685}",,,,
xwd:sha256:d17b611c3092343aa0e1be969c565aee2b47d3d8a35e049490a3085e82af706d,match,0.8283,0.8,165,2020-12-23,Hernandezcruz,Dakota,Dakota Hernandezcruz,F,165,2020-12-23,Hernandezcruz,Dakota,Dakota Maya Hernandezcruz,F,"{""birth_date"": 1.0, ""name"": 0.8, ""name_tftoken"": 0.685}",,,,
xwd:sha256:13378cf7044954081dbf6503958a228a4fc604d6b30d92749c3ce719519c19f6,match,0.8269,0.8,609,2018-09-30,Flores,Brandon,Brandon Flores,M,609,2018-09-30,Flores,Brandon,Brandon Anthony Flores,M,"{""birth_date"": 1.0, ""name"": 0.8, ""name_tftoken"": 0.681}",,,,
xwd:sha256:7c5e9abcc66b37d80b1bd5486426912fddb1789b6b0714a68952f1ea90b01749,match,0.8263,0.8,234,2016-07-08,Iaone,Kava,Kava Iaone,F,234,2016-07-08,Iaone,Kava,Kava Taula Iaone,F,"{""birth_date"": 1.0, ""name"": 0.8, ""name_tftoken"": 0.679}",,,,
xwd:sha256:185ad965e068195f9adfe8d134e82be5f031f94aa8f771e9ab5056c4fcb2f93e,match,0.8222,0.8,23,2016-08-14,Chowdhury,Oliver,Oliver Chowdhury,M,23,2016-08-14,Chowdhury,Oliver,Oliver Rafael Chowdhury,M,"{""birth_date"": 1.0, ""name"": 0.8, ""name_tftoken"": 0.667}",,,,
xwd:sha256:037c8605ea39276f4040ec59260de9861a7248125d4a0e803b12f2236c6ec541,match,0.8217,0.8,156,2019-04-25,Morris,Spencer,Spencer Morris,,156,2019-04-25,Morris,Spencer,Spencer Owen Morris,M,"{""birth_date"": 1.0, ""name"": 0.8, ""name_tftoken"": 0.665}",,,,
xwd:sha256:7c98e792c951cf80578b86727bf4776241eb2ce4a4a1683fe43da5b878abae88,match,0.8187,0.8,24,2018-10-15,Cohen,Fatima,Fatima Cohen,F,24,2018-10-15,Cohen,Fatima,Fatima Tala Cohen,F,"{""birth_date"": 1.0, ""name"": 0.8, ""name_tftoken"": 0.656}",,,,
xwd:sha256:613b16d1ce442dc07099e88b46d38d3a37de37c1e09fb2703c3d4b0eb4c7e628,match,0.8187,0.8,911,2017-12-17,Almasri,Karim,Karim Almasri,,911,2017-12-17,Almasri,Karim,Karim Samir Almasri,M,"{""birth_date"": 1.0, ""name"": 0.8, ""name_tftoken"": 0.656}",,,,
xwd:sha256:30cee5bc1e2ac1caff508893853c7c0f929dc1921b531e7c4f4d9dee5b84a4e6,match,0.8156,0.8,4,2018-07-17,Chan,Hiro,Hiro Chan,M,4,2018-07-17,Chan,Hiro,Hiro Nikita Chan,M,"{""birth_date"": 1.0, ""name"": 0.8, ""name_tftoken"": 0.647}",,,,
xwd:sha256:41e16cb25571ba736a604454be49f1b4df2a7bb782370403e5af56b2cdf4a84c,match,0.8156,0.8,70,2016-12-03,Smithjohnson,Anisa,Anisa Smithjohnson,F,70,2016-12-03,Smithjohnson,Anisa,Anisa Emir Smithjohnson,F,"{""birth_date"": 1.0, ""name"": 0.8, ""name_tftoken"": 0.647}",,,,
xwd:sha256:4046d4feead2879753fb008a7ab9cea3170e13b87aa6ad84a159a0b6e149c69d,match,0.8156,0.8,222,2016-05-06,Pou,Aroha,Aroha Pou,F,222,2016-05-06,Pou,Aroha,Aroha Hiriata Pou,F,"{""birth_date"": 1.0, ""name"": 0.8, ""name_tftoken"": 0.647}",,,,
xwd:sha256:b1aed976a1ac249ad19d44975da19962c8a93581257fab38cd4e9b50fba6c6f2,match,0.8156,0.8,224,2017-12-05,Amuia,Afa,Afa Amuia,F,224,2017-12-05,Amuia,Afa,Afa Anapu Amuia,F,"{""birth_date"": 1.0, ""name"": 0.8, ""name_tftoken"": 0.647}",,,,
xwd:sha256:6203580176e5c47feed8f3c5bff07dbcb74c99b055139a4162f28a2fe37b27bf,match,0.8156,0.8,233,2020-11-21,Katoa,Pasi,Pasi Katoa,M,233,2020-11-21,Katoa,Pasi,Pasi Vainetutai Katoa,M,"{""birth_date"": 1.0, ""name"": 0.8, ""name_tftoken"": 0.647}",,,,
xwd:sha256:6252ac8d42773068a592d8e865a082572cd877c8a41c6bf6ad53989eada2140a,match,0.813,0.8,8,2019-07-22,Smith,Joon,Joon Smith,M,8,2019-07-22,Smith,Joon,Joon Leila Smith,M,"{""birth_date"": 1.0, ""name"": 0.8, ""name_tftoken"": 0.639}",,,,
xwd:sha256:405bd9ca36c880b5d921be3f6694737431494c01a99e1157178d34bd8d09f3c6,match,0.812,0.8,88,2019-11-18,Satonakamura,Yusuf,Yusuf Satonakamura,M,88,2019-11-18,Satonakamura,Yusuf,Yusuf Radu Satonakamura,M,"{""birth_date"": 1.0, ""name"": 0.8, ""name_tftoken"": 0.636}",,,,
xwd:sha256:cdbd76ed078aafe03719579f2da3ff0937db6c4749791904dee74784722af9de,match,0.812,0.8,167,2017-02-06,Scottharris,Jamie,Jamie Scottharris,F,167,2017-02-06,Scottharris,Jamie,Jamie Gabrielle Scottharris,F,"{""birth_date"": 1.0, ""name"": 0.8, ""name_tftoken"": 0.636}",,,,
xwd:sha256:aa541ed13f02963a4f07d6b27457ab8a9dba3de5a6d8fccbdf6274bcb0ed1d4e,match,0.8118,0.8,610,2017-02-20,Clark,Daniel,Daniel Clark,M,610,2017-02-20,Clark,Daniel,Daniel Patrick Clark,M,"{""birth_date"": 1.0, ""name"": 0.8, ""name_tftoken"": 0.635}",,,,
xwd:sha256:7c9a1f699a7d28a975d60fe7a6298dc87441fe307f26c7eee2958b0cabedc6a0,match,0.8098,0.8,754,2019-01-09,Espinoza,Fernanda,Fernanda Espinoza,M,754,2019-01-09,Espinoza,Fernanda,Fernanda Marlene Espinoza,F,"{""birth_date"": 1.0, ""name"": 0.8, ""name_tftoken"": 0.629}",,,,
xwd:sha256:67beb27043315017fc2fbeba871363358ddf4ca0f63f62208f2691377e3a263a,match,0.8095,0.8,16,2020-04-04,Johnson,Emre,Emre Johnson,M,16,2020-04-04,Johnson,Emre,Emre Amalia Johnson,M,"{""birth_date"": 1.0, ""name"": 0.8, ""name_tftoken"": 0.628}",,,,
xwd:sha256:5433bbafeb530f8d0f50ecd954cd0c3324aa398d829676b96db1f7b2168bae6b,match,0.8037,0.8,9,2019-11-09,Gonzalez,Katarina,Katarina Gonzalez,F,9,2019-11-09,Gonzalez,Katarina,Katarina Wolfgang Gonzalez,F,"{""birth_date"": 1.0, ""name"": 0.8, ""name_tftoken"": 0.611}",,,,
xwd:sha256:aa81f3e0b067b26c6919d9f3c6253bc91967ad19bff39514f7344128517a568a,match,0.8019,0.8,391,2019-03-10,Kim,Lila,Lila Kim,F,391,2019-03-10,Kim,Lila,Lila Anne Kim,F,"{""birth_date"": 1.0, ""name"": 0.8, ""name_tftoken"": 0.606}",,,,
xwd:sha256:b3942698e82c181e94da5af8139cba82195eab3b793a677ab53db48a6f30c64d,match,0.7962,0.8,22,2017-02-02,Hernandez,Aliyah,Aliyah Hernandez,F,22,2017-02-02,Hernandez,Aliyah,Aliyah Alina Hernandez,F,"{""birth_date"": 1.0, ""name"": 0.8, ""name_tftoken"": 0.589}",,,,
xwd:sha256:e73d65ad3f71a3a16924062c80aba6a7703a17e5e0ace25aad468d4903e695fd,match,0.7938,0.8,671,2018-10-15,Park,Kim,Kim Park,F,671,2018-10-15,Park,Kim,Kim Minji Park,F,"{""birth_date"": 1.0, ""name"": 0.8, ""name_tftoken"": 0.581}",,,,
xwd:sha256:478d338ba2a7f1e633371583e812729bf55170793228cfbda4dd7e335cf8b4e8,match,0.7833,1.0,50,2017-01-01,Sato,Naima,Naima Hassan Sato,F,50,2016-12-31,Sato,Naima,Naima Hassan Sato,F,"{""birth_date"": 0.35, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:bc628d452d518fd146f0193539a6f003d8b425c6bbe890923f34a489cbf6b8d3,match,0.7833,1.0,217,2019-03-04,Falevai,Nukualofa,Nukualofa Sione Falevai,M,217,2019-06-04,Falevai,Nukualofa,Nukualofa Sione Falevai,M,"{""birth_date"": 0.35, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:97914bd0e01f04b5107cd6ea539a716b453e362ae478b74b4e95e6500c639724,match,0.7833,1.0,388,2020-01-01,Jackson,Zoey,Zoey Louise Jackson,F,388,2020-01-03,Jackson,Zoey,Zoey Louise Jackson,F,"{""birth_date"": 0.35, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:fa00ccd4d2c9f931304d9216c64fb380c6a5275369fb013957ba481988edad46,match,0.7833,1.0,397,2019-05-26,Williams,Aurora,Aurora Hope Williams,F,397,2019-06-26,Williams,Aurora,Aurora Hope Williams,F,"{""birth_date"": 0.35, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:2e2c0552d966e37afdcc0e1e18983da477997df19d09a554e9336577708349ec,match,0.7833,1.0,412,2018-11-19,Wright,Alaina,Alaina Rose Wright,F,412,2018-11-29,Wright,Alaina,Alaina Rose Wright,F,"{""birth_date"": 0.35, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:35f9b83595ece836708e4be52a40959c0ab6a2cbdeeaf7d299663e808726211b,match,0.7833,1.0,415,2015-03-09,Smith,Callie,Callie Marie Smith,F,415,2017-03-09,Smith,Callie,Callie Marie Smith,F,"{""birth_date"": 0.35, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:933afe655c531b12eb561d2803601f945d8e1973f0b10d868d5c779707a078ea,match,0.7833,1.0,822,2017-11-13,Sanchez,Miguel,Miguel Angel Sanchez,M,851,2017-06-13,Sanchez,Miguel,Miguel Angel Sanchez,M,"{""birth_date"": 0.35, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:0926d93b374af104759bbf98242f1087a562f43058efaf127db5ce57fb2b2178,match,0.7833,1.0,878,2016-10-23,Torres,Jorge,Jorge Antonio Torres,M,849,2016-02-23,Torres,Jorge,Jorge Antonio Torres,M,"{""birth_date"": 0.35, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:86690b919a760426f2fbf01572e3f83fe7c1e179fe9ee96049b77ed50c2523aa,match,0.7775,0.8,15,2016-04-16,Leelea,Nadia,Nadia Ravi Leelea,F,15,2016-04-16,Lee,Nadia,Nadia Ravi Lee,F,"{""birth_date"": 1.0, ""name"": 0.8, ""name_tftoken"": 0.532}",,,,
xwd:sha256:853353e80a0295d31651f0c57a2e52b147aa25322f8bb88dd3e8e919140f8a67,match,0.7735,0.8,633,2017-03-12,Henderson,Mike,Mike Timothy Henderson,M,633,2017-03-12,Henderson,Michael,Michael Timothy Henderson,M,"{""birth_date"": 1.0, ""name"": 0.8, ""name_tftoken"": 0.521}",,,,
xwd:sha256:234868f9cd527e8dd2dc00a2978709ff2d774226ca19fc90c19e9a716ea219d0,match,0.7698,0.8,976,2020-10-12,Nguyen,Nicholas,Nicholas A Nguyen,,976,2020-10-12,Nguyen,Nicholas,Nicholas Alexander Nguyen,M,"{""birth_date"": 1.0, ""name"": 0.8, ""name_tftoken"": 0.509}",,,,
xwd:sha256:5aa8b9295379f902d1a1335818df22f452c54f39934d350577daa556ccf29a4c,match,0.7689,0.8,775,2017-05-08,Guerrero,Gabby,Gabby Susana Guerrero,F,775,2017-05-08,Guerrero,Gabriela,Gabriela Susana Guerrero,F,"{""birth_date"": 1.0, ""name"": 0.8, ""name_tftoken"": 0.507}",,,,
xwd:sha256:01eac058907b4c1d481a0d1b19600d2f64fff562b13045383b8f243ad9fb0262,match,0.7688,0.8,423,2018-04-10,Johnsonlee,Isabelle,Isabelle Nicole Johnsonlee,F,423,2018-04-10,Johnson,Isabelle,Isabelle Nicole Johnson,F,"{""birth_date"": 1.0, ""name"": 0.8, ""name_tftoken"": 0.506}",,,,
xwd:sha256:506d3d6032dae1389120116c855c741d9a64c536fc2b564725685ba91a903672,match,0.768,0.8,264,2017-03-17,Scot,Tia,Tia Renee Scot,F,264,2017-03-17,Scott,Tia,Tia Renee Scott,F,"{""birth_date"": 1.0, ""name"": 0.8, ""name_tftoken"": 0.504}",,,,
xwd:sha256:130305576ca24ff906cc0b69379610c5bd7449086281c3696acd5c656ea10d26,match,0.7679,0.8,55,2019-06-12,Alimalik,Hanna,Hanna Karolina Alimalik,F,55,2019-06-12,Alimalik,Hana,Hana Karolina Alimalik,F,"{""birth_date"": 1.0, ""name"": 0.8, ""name_tftoken"": 0.504}",,,,
xwd:sha256:e74eca8ce4f7d3fd387fdbdeeee9d88e0843cd2af7e64bd8963e1ed5dc55c4e8,match,0.7667,0.8,52,2020-07-10,Ortizsantos,Kaya,Kaya S Ortizsantos,F,52,2020-07-10,Ortizsantos,Kaya,Kaya Sari Ortizsantos,F,"{""birth_date"": 1.0, ""name"": 0.8, ""name_tftoken"": 0.5}",,,,
xwd:sha256:ffea72ee355a65ed42d219330837d2776037c60cd60f81260bec692cd3b0e2a6,match,0.7617,0.8,484,2020-12-18,Adams,Jason,Jason A Adams,F,484,2020-12-18,Adams,Jason,Jason Aaron Adams,M,"{""birth_date"": 1.0, ""name"": 0.8, ""name_tftoken"": 0.485}",,,,
xwd:sha256:439ac3398399cd8ac954d56aeedf825d7a5195411ce9648fb1adba57656aa11e,match,0.7593,0.8,54,2016-10-17,Garciasanchez,Anton,Anton L Garciasanchez,M,54,2016-10-17,Garciasanchez,Anton,Anton Luiz Garciasanchez,M,"{""birth_date"": 1.0, ""name"": 0.8, ""name_tftoken"": 0.478}",,,,
xwd:sha256:f83d5567bc27815c4ee9c44fc4d0b86db5a936f1eefadb35850a70d2e4988d1e,match,0.7579,0.8,724,2020-02-02,Camacho,Rachel,Rachel Sofia Camacho,F,724,2020-02-02,Camacho,Raquel,Raquel Sofia Camacho,F,"{""birth_date"": 1.0, ""name"": 0.8, ""name_tftoken"": 0.474}",,,,
xwd:sha256:4cebb83c273c733555fd507a0085df9ecff6153b0ea6a08b78b221e73f311adc,match,0.7578,0.8,613,2019-06-27,Turner,Chris,Chris William Turner,M,613,2019-06-27,Turner,Christopher,Christopher William Turner,M,"{""birth_date"": 1.0, ""name"": 0.8, ""name_tftoken"": 0.473}",,,,
xwd:sha256:7fb1b73ebe3214e221ef616a0bf43a1b714cacef9a9316b33b2680678655d195,match,0.7572,0.8,852,2019-03-14,River,Carlos,Carlos Enrique River,M,852,2019-03-14,Rivera,Carlos,Carlos Enrique Rivera,M,"{""birth_date"": 1.0, ""name"": 0.8, ""name_tftoken"": 0.471}",,,,
xwd:sha256:46b991d6bb2fee788d11093ed002df4ec8b66907ddfabec8b1d713b1de3edb7e,match,0.7571,0.8,71,2020-07-28,Wong,Kai,Kai Solveig Wong,M,71,2020-07-28,Wongliu,Kai,Kai Solveig Wongliu,M,"{""birth_date"": 1.0, ""name"": 0.8, ""name_tftoken"": 0.471}",,,,
