decision_id,decision,score,distinctive_max,register_id,register_birth_date,register_name,register_sex,sample_id,sample_birth_date,sample_name,sample_sex,evidence,review_outcome,reviewer,reviewed_at,reason
xwd:sha256:cfe4e5047c92248c4cc926922c3f28cc65c430c1c917682f20c49799d6ca38f4,match,1.0,1.0,975,2016-03-01,Noah Samuel Clark,M,975,2016-03-01,Noah Samuel Clark,M,"{""birth_date"": 1.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:c1a5d3b6b4a3e57ae6071c8df850504a4f885e712f0d7e963228d4f1f7da99b1,match,1.0,1.0,978,2017-01-29,Isaac Benjamin Smith,M,978,2017-01-29,Isaac Benjamin Smith,M,"{""birth_date"": 1.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:4ff062b490f71d9a181224a4f1e75df7f4604735fe2b767f5b069802540dd3e0,match,1.0,1.0,982,2017-12-16,Owen Christopher Turner,M,982,2017-12-16,Owen Christopher Turner,M,"{""birth_date"": 1.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:8c215e3d712be5e06d701b5d3b3d87f7ee14e797ad8a116b0f41ced05b05c6cc,match,1.0,1.0,983,2020-05-18,Caleb Joshua White,M,983,2020-05-18,Caleb Joshua White,M,"{""birth_date"": 1.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:1ff66926358b6b48f7f20dc929d9d6946c2f2cf7493d133735c18577704b2d0f,match,1.0,1.0,990,2020-11-26,Andrew Matthew Garcia,M,990,2020-11-26,Andrew Matthew Garcia,M,"{""birth_date"": 1.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:c710363622183034aedd10403614c74f1326e5fc5de45013869fb348c67691fb,match,1.0,1.0,995,2016-10-15,James Thomas Anderson,,995,2016-10-15,James Thomas Anderson,M,"{""birth_date"": 1.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:1811fc351f80b9c3221108253847d67bcee3d39d02a6ad35542c9be69a834925,match,1.0,1.0,996,2018-06-17,Joseph Matthew Perez,,996,2018-06-17,Joseph Matthew Perez,M,"{""birth_date"": 1.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:2cc28c56522df90d1236bda449bb8f605e120366e073a427e081ed7fff26adc6,match,1.0,1.0,999,2019-04-09,David Paul Kim,M,999,2019-04-09,David Paul Kim,M,"{""birth_date"": 1.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:57410790fff74f3af5c947c76e718fe7ae84ad15091c3d385ce7ea31820c07f9,match,0.8445,0.8,352,2016-11-30,Arianna Lee,F,352,2016-11-30,Arianna Marie Lee,F,"{""birth_date"": 1.0, ""name"": 0.8, ""name_tftoken"": 0.734}",,,,
xwd:sha256:cb9faeba2086357951fc443556e4e829c94c46e86ab294c3543d86bb24542fa4,match,0.8423,0.8,146,2019-06-21,Rylan Cook,M,146,2019-06-21,Rylan Gabriel Cook,M,"{""birth_date"": 1.0, ""name"": 0.8, ""name_tftoken"": 0.727}",,,,
xwd:sha256:9830a345c5315b98b8d82374b2dfcb15a9b7d7e7cb6b112114bb79546dbaff35,match,0.8413,0.8,504,2016-09-22,Blake Anderson,M,504,2016-09-22,Blake Christopher Anderson,M,"{""birth_date"": 1.0, ""name"": 0.8, ""name_tftoken"": 0.724}",,,,
xwd:sha256:3964b0163ad94992e56133eed13419f64ef081a4f68bee656732a0c2daca1421,match,0.8392,0.8,616,2017-08-02,Eric Ward,M,616,2017-08-02,Eric James Ward,M,"{""birth_date"": 1.0, ""name"": 0.8, ""name_tftoken"": 0.718}",,,,
xwd:sha256:31c55a571fb0c1efa968df3a96e85a71f93d03186b381b22a4cb8db2e9f432f6,match,0.8391,0.8,150,2020-11-20,Logan Davisscott,M,150,2020-11-20,Logan Anthony Davisscott,M,"{""birth_date"": 1.0, ""name"": 0.8, ""name_tftoken"": 0.717}",,,,
xwd:sha256:a8a83f6c2cf658456d9d53fd4a25349657e271458207ab9fad41d5b804a69443,match,0.8384,0.8,615,2019-12-13,Zachary Cooper,M,615,2019-12-13,Zachary Matthew Cooper,M,"{""birth_date"": 1.0, ""name"": 0.8, ""name_tftoken"": 0.715}",,,,
xwd:sha256:22e44e9f4bc91b99bafc01ff6322b4b2459cd8834e072e976a10781335072980,match,0.8359,0.8,344,2020-11-10,Madelyn Lee,F,344,2020-11-10,Madelyn Elizabeth Lee,F,"{""birth_date"": 1.0, ""name"": 0.8, ""name_tftoken"": 0.708}",,,,
xwd:sha256:c43afe37b135f5ef371ecddd5326a5cb1c79cef109461ee79b28f0cf38bbe41f,match,0.8285,0.8,148,2018-12-28,Drew Richardson,M,148,2018-12-28,Drew Zachary Richardson,M,"{""birth_date"": 1.0, ""name"": 0.8, ""name_tftoken"": 0.685}",,,,
xwd:sha256:60233de0eeb5ea242d21e51e20daf21455dadf56880201bda92ae7278f470a04,match,0.8283,0.8,165,2020-12-23,Dakota Hernandezcruz,F,165,2020-12-23,Dakota Maya Hernandezcruz,F,"{""birth_date"": 1.0, ""name"": 0.8, ""name_tftoken"": 0.685}",,,,
xwd:sha256:20d4c9c50206141351c171e57d512c4b11bb648e3b2169620bc00ef1cdecd068,match,0.8269,0.8,609,2018-09-30,Brandon Flores,M,609,2018-09-30,Brandon Anthony Flores,M,"{""birth_date"": 1.0, ""name"": 0.8, ""name_tftoken"": 0.681}",,,,
xwd:sha256:db194e05ac7c2c68f76b2d4a5f47ce9843276544994ef1e5536a5fa3d0e0c348,match,0.8263,0.8,234,2016-07-08,Kava Iaone,F,234,2016-07-08,Kava Taula Iaone,F,"{""birth_date"": 1.0, ""name"": 0.8, ""name_tftoken"": 0.679}",,,,
xwd:sha256:7ab57be758ad0874c7573d1b8d06ad97d6752bfddf0c67e4c89ae0693f98d07a,match,0.8222,0.8,23,2016-08-14,Oliver Chowdhury,M,23,2016-08-14,Oliver Rafael Chowdhury,M,"{""birth_date"": 1.0, ""name"": 0.8, ""name_tftoken"": 0.667}",,,,
xwd:sha256:dffb1f0dcf3089c58e80302df9ba4ee816dab70cf55df02a72c2144f9e6dcd33,match,0.8217,0.8,156,2019-04-25,Spencer Morris,,156,2019-04-25,Spencer Owen Morris,M,"{""birth_date"": 1.0, ""name"": 0.8, ""name_tftoken"": 0.665}",,,,
xwd:sha256:0570d5cc45a1ca0332d7c5d41352198a5cf069faef2e4899af4938c32c626908,match,0.8187,0.8,24,2018-10-15,Fatima Cohen,F,24,2018-10-15,Fatima Tala Cohen,F,"{""birth_date"": 1.0, ""name"": 0.8, ""name_tftoken"": 0.656}",,,,
xwd:sha256:94bdc1c769ff41863b7fda8c5994d951ba6bf25551f4072a304dd5fe4beb9df4,match,0.8187,0.8,911,2017-12-17,Karim Almasri,,911,2017-12-17,Karim Samir Almasri,M,"{""birth_date"": 1.0, ""name"": 0.8, ""name_tftoken"": 0.656}",,,,
xwd:sha256:685288f45c66b2098b3ee0fa9c6834f6644a5fc9da8aa0e572b7d03db2247711,match,0.8156,0.8,4,2018-07-17,Hiro Chan,M,4,2018-07-17,Hiro Nikita Chan,M,"{""birth_date"": 1.0, ""name"": 0.8, ""name_tftoken"": 0.647}",,,,
xwd:sha256:8d313fafafe35eb0a717d64d96c837ed493de752515f5e1f567972394c8e2dd7,match,0.8156,0.8,70,2016-12-03,Anisa Smithjohnson,F,70,2016-12-03,Anisa Emir Smithjohnson,F,"{""birth_date"": 1.0, ""name"": 0.8, ""name_tftoken"": 0.647}",,,,
xwd:sha256:c320910a5a84e298372be5e7ec342f4cbf12881b0242bcd94babc18134e07321,match,0.8156,0.8,222,2016-05-06,Aroha Pou,F,222,2016-05-06,Aroha Hiriata Pou,F,"{""birth_date"": 1.0, ""name"": 0.8, ""name_tftoken"": 0.647}",,,,
xwd:sha256:65fac302c3480c12eba9068c5da1cafd402afd54a9c0c41e0bd8d6c3844947c1,match,0.8156,0.8,224,2017-12-05,Afa Amuia,F,224,2017-12-05,Afa Anapu Amuia,F,"{""birth_date"": 1.0, ""name"": 0.8, ""name_tftoken"": 0.647}",,,,
xwd:sha256:af36799e0c815f57e8defe0f781d76198bf02fd81dac8eced1fc0a95d945ce6d,match,0.8156,0.8,233,2020-11-21,Pasi Katoa,M,233,2020-11-21,Pasi Vainetutai Katoa,M,"{""birth_date"": 1.0, ""name"": 0.8, ""name_tftoken"": 0.647}",,,,
xwd:sha256:4787bef4c84bad6df17c91e42ef757d8e04e0d671c7e7413c27bd61d27d47147,match,0.813,0.8,8,2019-07-22,Joon Smith,M,8,2019-07-22,Joon Leila Smith,M,"{""birth_date"": 1.0, ""name"": 0.8, ""name_tftoken"": 0.639}",,,,
xwd:sha256:5a215275ec6fc2184e5603ae7a829a92d6ef4c7d51cd931af6c007fe9b799e04,match,0.812,0.8,88,2019-11-18,Yusuf Satonakamura,M,88,2019-11-18,Yusuf Radu Satonakamura,M,"{""birth_date"": 1.0, ""name"": 0.8, ""name_tftoken"": 0.636}",,,,
xwd:sha256:2c5116a8e069add317a135534bdf5f189738fd6167b6aa25d0e9ffebcc2b3e3c,match,0.812,0.8,167,2017-02-06,Jamie Scottharris,F,167,2017-02-06,Jamie Gabrielle Scottharris,F,"{""birth_date"": 1.0, ""name"": 0.8, ""name_tftoken"": 0.636}",,,,
xwd:sha256:dcc7c7c902a0a6787f9df9e9e98261fa805bab407d4f2f956a876a642591e85f,match,0.8118,0.8,610,2017-02-20,Daniel Clark,M,610,2017-02-20,Daniel Patrick Clark,M,"{""birth_date"": 1.0, ""name"": 0.8, ""name_tftoken"": 0.635}",,,,
xwd:sha256:fc3462b6e583eff0956eed56c17db4311790c311c33d844bf8086127e87c7721,match,0.8098,0.8,754,2019-01-09,Fernanda Espinoza,M,754,2019-01-09,Fernanda Marlene Espinoza,F,"{""birth_date"": 1.0, ""name"": 0.8, ""name_tftoken"": 0.629}",,,,
xwd:sha256:a04d8b4fee26db8837bb5c46090389f4770bdd7d6aee4b913dd3f63015e915fe,match,0.8095,0.8,16,2020-04-04,Emre Johnson,M,16,2020-04-04,Emre Amalia Johnson,M,"{""birth_date"": 1.0, ""name"": 0.8, ""name_tftoken"": 0.628}",,,,
xwd:sha256:c269cc12f5b5303c03459bdf0b5de03ea26ca3ea7cb603b66786e4218b54cd01,match,0.8037,0.8,9,2019-11-09,Katarina Gonzalez,F,9,2019-11-09,Katarina Wolfgang Gonzalez,F,"{""birth_date"": 1.0, ""name"": 0.8, ""name_tftoken"": 0.611}",,,,
xwd:sha256:ac1985836015cce5dd2da5d4573154ae70c18dd88ac04951d44281b6be6d4c89,match,0.8019,0.8,391,2019-03-10,Lila Kim,F,391,2019-03-10,Lila Anne Kim,F,"{""birth_date"": 1.0, ""name"": 0.8, ""name_tftoken"": 0.606}",,,,
xwd:sha256:ccadc0c716b5bf5d0d5d4c1172778ddc646f6056382369f61d0cf42231239051,match,0.7962,0.8,22,2017-02-02,Aliyah Hernandez,F,22,2017-02-02,Aliyah Alina Hernandez,F,"{""birth_date"": 1.0, ""name"": 0.8, ""name_tftoken"": 0.589}",,,,
xwd:sha256:76bc50b84e002fc6b1dca86be464fa7072c7b5e7f7b5d97b27c6c82902274fa6,match,0.7938,0.8,671,2018-10-15,Kim Park,F,671,2018-10-15,Kim Minji Park,F,"{""birth_date"": 1.0, ""name"": 0.8, ""name_tftoken"": 0.581}",,,,
xwd:sha256:cf28508e8efce7f365946a0fc8b47d369a4c8c6917cc3284879cb62c802ee061,match,0.7833,1.0,50,2017-01-01,Naima Hassan Sato,F,50,2016-12-31,Naima Hassan Sato,F,"{""birth_date"": 0.35, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:4700455d619787a18e0afcd2d6276593d6589d04dc1b34f505ec9cfb98ccac41,match,0.7833,1.0,217,2019-03-04,Nukualofa Sione Falevai,M,217,2019-06-04,Nukualofa Sione Falevai,M,"{""birth_date"": 0.35, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:833ab8a36d72dcc7fdd09ef3a0696057ed77449f748a6161d69986f0d15a793b,match,0.7833,1.0,388,2020-01-01,Zoey Louise Jackson,F,388,2020-01-03,Zoey Louise Jackson,F,"{""birth_date"": 0.35, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:7cf1a854c32e134caabdc2430a88b31298f77b08f61d46ceab9b0d33fac3a52d,match,0.7833,1.0,397,2019-05-26,Aurora Hope Williams,F,397,2019-06-26,Aurora Hope Williams,F,"{""birth_date"": 0.35, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:07915ea71ffb33f6477eb611fd2ce8d43dd7c03fb5f8e79ff7f3c36c79c40727,match,0.7833,1.0,412,2018-11-19,Alaina Rose Wright,F,412,2018-11-29,Alaina Rose Wright,F,"{""birth_date"": 0.35, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:167c968b05d3632f09f3e16442a843ee909a032213e79f072ada9ef70eedd2c2,match,0.7833,1.0,415,2015-03-09,Callie Marie Smith,F,415,2017-03-09,Callie Marie Smith,F,"{""birth_date"": 0.35, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:4c84b3b27ce0afe364569ed058b7f62eca20502a6e6c9a514dbfeaf1958ab2a4,match,0.7833,1.0,822,2017-11-13,Miguel Angel Sanchez,M,851,2017-06-13,Miguel Angel Sanchez,M,"{""birth_date"": 0.35, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:1fa987fa13090ab1ffb16b34c9adaeb6eca87b8bd5520b4e9c4b362bb3eb517e,match,0.7833,1.0,878,2016-10-23,Jorge Antonio Torres,M,849,2016-02-23,Jorge Antonio Torres,M,"{""birth_date"": 0.35, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:00f36249d67569c269c5212dff3f5342eefa3979a093f26550c74ec986133f17,match,0.7775,0.8,15,2016-04-16,Nadia Ravi Leelea,F,15,2016-04-16,Nadia Ravi Lee,F,"{""birth_date"": 1.0, ""name"": 0.8, ""name_tftoken"": 0.532}",,,,
xwd:sha256:17eae9531e4898939c924d570a30354bcfbe071131e3a996784dcf26d959685d,match,0.7735,0.8,633,2017-03-12,Mike Timothy Henderson,M,633,2017-03-12,Michael Timothy Henderson,M,"{""birth_date"": 1.0, ""name"": 0.8, ""name_tftoken"": 0.521}",,,,
xwd:sha256:ae7e9c7a34c3269d6e983415ae0556816fa87c2d7b8fccf5cc4f0c735cb55dd7,match,0.7698,0.8,976,2020-10-12,Nicholas A Nguyen,,976,2020-10-12,Nicholas Alexander Nguyen,M,"{""birth_date"": 1.0, ""name"": 0.8, ""name_tftoken"": 0.509}",,,,
xwd:sha256:ff7976fd7c9f0de13f9a98a03c98eb01e0a6810af0d5e59be154d8c82122c78d,match,0.7689,0.8,775,2017-05-08,Gabby Susana Guerrero,F,775,2017-05-08,Gabriela Susana Guerrero,F,"{""birth_date"": 1.0, ""name"": 0.8, ""name_tftoken"": 0.507}",,,,
xwd:sha256:bd694b5536a07a3960e18d1bb9acbf6e6de26612aa6f26942d79a9b2db57fef2,match,0.7688,0.8,423,2018-04-10,Isabelle Nicole Johnsonlee,F,423,2018-04-10,Isabelle Nicole Johnson,F,"{""birth_date"": 1.0, ""name"": 0.8, ""name_tftoken"": 0.506}",,,,
xwd:sha256:570fcb8b24dca440ff16e9ace6a2531b471e25bd51f47ef67847b610129dd394,match,0.768,0.8,264,2017-03-17,Tia Renee Scot,F,264,2017-03-17,Tia Renee Scott,F,"{""birth_date"": 1.0, ""name"": 0.8, ""name_tftoken"": 0.504}",,,,
xwd:sha256:bc127f44557f16703d789dfde0eb3869dffc0d82367908dc7cc0882b2714a84f,match,0.7679,0.8,55,2019-06-12,Hanna Karolina Alimalik,F,55,2019-06-12,Hana Karolina Alimalik,F,"{""birth_date"": 1.0, ""name"": 0.8, ""name_tftoken"": 0.504}",,,,
xwd:sha256:707bacccd1ab66913630a28746f9c09b5a906f3dde84f64e3cafa4aeeef8b520,match,0.7667,0.8,52,2020-07-10,Kaya S Ortizsantos,F,52,2020-07-10,Kaya Sari Ortizsantos,F,"{""birth_date"": 1.0, ""name"": 0.8, ""name_tftoken"": 0.5}",,,,
xwd:sha256:9aa95365702eb81eece0099a240ed9fcd8a8aead9ae7c7ecc956f1d55c938750,match,0.7617,0.8,484,2020-12-18,Jason A Adams,F,484,2020-12-18,Jason Aaron Adams,M,"{""birth_date"": 1.0, ""name"": 0.8, ""name_tftoken"": 0.485}",,,,
xwd:sha256:808460b6ff2de168a2770d1461b634e0938da99f1cae1fb7f23333ff3179a621,match,0.7593,0.8,54,2016-10-17,Anton L Garciasanchez,M,54,2016-10-17,Anton Luiz Garciasanchez,M,"{""birth_date"": 1.0, ""name"": 0.8, ""name_tftoken"": 0.478}",,,,
xwd:sha256:de92f1faeb4d2f785c19ed551ce2b1cd0a9042810c38953da40b9e18e37cb0c9,match,0.7579,0.8,724,2020-02-02,Rachel Sofia Camacho,F,724,2020-02-02,Raquel Sofia Camacho,F,"{""birth_date"": 1.0, ""name"": 0.8, ""name_tftoken"": 0.474}",,,,
xwd:sha256:00122a531fa2767fc7cce30ba176e86ac0b2f0966dd1cc731608c04e946a85d6,match,0.7578,0.8,613,2019-06-27,Chris William Turner,M,613,2019-06-27,Christopher William Turner,M,"{""birth_date"": 1.0, ""name"": 0.8, ""name_tftoken"": 0.473}",,,,
xwd:sha256:2ce14415103353b7a7cb6973eb23230708a8bf575d82d0dee622de13d6db0129,match,0.7572,0.8,852,2019-03-14,Carlos Enrique River,M,852,2019-03-14,Carlos Enrique Rivera,M,"{""birth_date"": 1.0, ""name"": 0.8, ""name_tftoken"": 0.471}",,,,
xwd:sha256:bb6c154468657039c71a97938cc0b9154ed8ded869296bee2cc1a63c63ac1485,match,0.7571,0.8,71,2020-07-28,Kai Solveig Wong,M,71,2020-07-28,Kai Solveig Wongliu,M,"{""birth_date"": 1.0, ""name"": 0.8, ""name_tftoken"": 0.471}",,,,
xwd:sha256:72371c872f86938223dee0319e0808932c68480b679c3054b4dbc2fe55ce4c39,match,0.7571,0.8,198,2019-06-11,Finley Julian Johnsonhayes,M,198,2019-06-11,Finley Julian Hayesjohnson,M,"{""birth_date"": 1.0, ""name"": 0.8, ""name_tftoken"": 0.471}",,,,
xwd:sha256:fb95a0d5d4a56a0bc13feea9b65fad0bdd886c33e036eb42ff6f69c618fd6995,match,0.7559,0.8,630,2019-07-13,Matthew Tye Peterson,M,630,2019-07-13,Matthew Tyler Peterson,M,"{""birth_date"": 1.0, ""name"": 0.8, ""name_tftoken"": 0.468}",,,,
xwd:sha256:a08d1d023751c50c2ca95f3af69411e47d2e572057c7909617596deedd53cc11,match,0.7554,0.8,213,2018-01-22,Vai Fale Hin,M,213,2018-01-22,Vai Fale Hine,M,"{""birth_date"": 1.0, ""name"": 0.8, ""name_tftoken"": 0.466}",,,,
xwd:sha256:b57b9ebfd4282226c24943b551f6e44ecc729f97109c4b251e6aaddce5b29c86,match,0.7553,0.8,48,2017-03-19,Camila N Leekim,F,48,2017-03-19,Camila Nikolai Leekim,F,"{""birth_date"": 1.0, ""name"": 0.8, ""name_tftoken"": 0.466}",,,,
xwd:sha256:90c45e5b18ab79a175d0dd9577949867b6fee78aa33231b1df958cfb5b62957f,match,0.7548,0.8,164,2018-03-11,Hayden Christopher Rodriguez,M,164,2018-03-11,Hayden Christopher Ramirezrodriguez,M,"{""birth_date"": 1.0, ""name"": 0.8, ""name_tftoken"": 0.464}",,,,
xwd:sha256:9dfe1cd1b0eb11c3f44237f7b1968ea2275bbf3c81d1481f70825acf533209b8,match,0.7548,0.8,540,2016-09-02,Ty Anthony Hall,M,540,2016-09-02,Tyler Anthony Hall,M,"{""birth_date"": 1.0, ""name"": 0.8, ""name_tftoken"": 0.465}",,,,
xwd:sha256:4f232e09f12c8e97861eeb13bf3aa407f5c47560803cbf6c61cc38e22e44fef9,match,0.753,0.8,281,2018-02-22,Devni Isaiah Hill,M,281,2018-02-22,Devin Isaiah Hill,M,"{""birth_date"": 1.0, ""name"": 0.8, ""name_tftoken"": 0.459}",,,,
xwd:sha256:686b9a49a0a0a969c5193e15fef1d2baa862c7e7ed83e67018770f9c8def4946,match,0.7529,0.8,480,2016-09-16,Andie Joshua Collins,M,480,2016-09-16,Andrew Joshua Collins,M,"{""birth_date"": 1.0, ""name"": 0.8, ""name_tftoken"": 0.459}",,,,
xwd:sha256:41f57f2d4893514721c102176d011915915b77bd3ebe49ea5399c4c737dc5722,match,0.7522,0.8,948,2018-09-09,Natalie Rose Nuguyen,F,948,2018-09-09,Natalie Rose Nguyen,F,"{""birth_date"": 1.0, ""name"": 0.8, ""name_tftoken"": 0.457}",,,,
xwd:sha256:f0a97dccbfcad5f769e37eea5acf7faa5f0c2465f8d65e042242ee854510c866,match,0.7514,0.8,967,2017-05-22,Alex James Johnson,M,967,2017-05-22,Alexander James Johnson,M,"{""birth_date"": 1.0, ""name"": 0.8, ""name_tftoken"": 0.454}",,,,
xwd:sha256:45f7ac1111cef1f05c4ac04ac900a94a3873b2256c06b700b607f384aa55ff6e,match,0.7511,0.8,537,2017-07-04,Jason Michael Lewsi,,537,2017-07-04,Jason Michael Lewis,M,"{""birth_date"": 1.0, ""name"": 0.8, ""name_tftoken"": 0.453}",,,,
xwd:sha256:d5e0750e34f082ef45ce1d5cbb955587547b00794d19b00f43a2d6f37600ff6e,match,0.7506,0.8,194,2016-02-13,Morgan Jack Martinbailey,M,194,2016-02-13,Morgan Jack Baileymartin,M,"{""birth_date"": 1.0, ""name"": 0.8, ""name_tftoken"": 0.452}",,,,
xwd:sha256:d3cf076e4b102aa5959f39bb08b6ea204176384335b78a3b417dfa86e2c96831,match,0.7488,0.8,199,2020-04-12,Logan Ellie Thomascooper,F,199,2020-04-12,Logan Ellie Cooperthomas,F,"{""birth_date"": 1.0, ""name"": 0.8, ""name_tftoken"": 0.447}",,,,
xwd:sha256:1fe46d04093233e6b0ceef886f3309c5034992d9c8a0ecde701d385df36ff312,match,0.7475,0.8,396,2017-04-01,Brook Jade Rodriguez,F,396,2017-04-01,Brooklyn Jade Rodriguez,F,"{""birth_date"": 1.0, ""name"": 0.8, ""name_tftoken"": 0.442}",,,,
xwd:sha256:f1c032e115ee99dd0ff91995b6e04d02c2e8df478d71c5fac87c7355a8cdd1b2,match,0.7446,0.8,460,2019-02-24,Sam Rae Lee,F,460,2019-02-24,Samantha Rae Lee,F,"{""birth_date"": 1.0, ""name"": 0.8, ""name_tftoken"": 0.434}",,,,
xwd:sha256:0b06d6613ccb459e68ada76a92440aae61546d4638f89ffc9effdc3e5ab5e9ec,match,0.7442,0.8,109,2018-01-23,Quin Annabelle Ramirez,F,109,2018-01-23,Quinn Annabelle Ramirez,F,"{""birth_date"": 1.0, ""name"": 0.8, ""name_tftoken"": 0.433}",,,,
xwd:sha256:cd079585e2f14b5d82559577fa80d683fd5783cf31ea84822e7054156345996c,match,0.7411,0.8,166,2018-08-04,Tyler Aaron Riveraflores,M,166,2018-08-04,Tyler Aaron Floresrivera,M,"{""birth_date"": 1.0, ""name"": 0.8, ""name_tftoken"": 0.423}",,,,
xwd:sha256:f2a51f1960e3a40e11e99e97efef713850556d5d95a5908e10fd1e4625126e81,match,0.7374,0.8,28,2018-03-03,Sorry Lucia Davis,F,28,2018-03-03,Sari Lucia Davis,F,"{""birth_date"": 1.0, ""name"": 0.8, ""name_tftoken"": 0.412}",,,,
xwd:sha256:81c1ce6e3819ff4142296470acf6f9a49082926ef4c2bb204526d02e905176e9,match,0.7353,0.8,326,2017-09-03,Addsion Grace Anderson,F,326,2017-09-03,Addison Grace Anderson,F,"{""birth_date"": 1.0, ""name"": 0.8, ""name_tftoken"": 0.406}",,,,
xwd:sha256:8731631f086cdfefba525e7a40c309288a0b024d0a9476c90080fab09cf150e7,match,0.7334,0.8,368,2016-12-24,Eva Rose Lee,F,368,2016-12-24,Ava Rose Lee,F,"{""birth_date"": 1.0, ""name"": 0.8, ""name_tftoken"": 0.4}",,,,
xwd:sha256:4df0a4b7546329fca41c3a32ce301e5ff4caf078f1c5cf0e682c306de66b5f35,match,0.7228,0.966,425,2017-05-24,Elsiemae Singh,F,425,2017-05-24,Elsie Mae Singh,F,"{""birth_date"": 1.0, ""name"": 0.966, ""name_tftoken"": 0.203}",,,,
xwd:sha256:8430670d70c22e4121df8d98d166d633d866184ccababfcf54387d41eef45d45,match,0.7204,0.956,332,2019-10-08,Stellamarie Garcia,F,332,2019-10-08,Stella Marie Garcia,F,"{""birth_date"": 1.0, ""name"": 0.956, ""name_tftoken"": 0.205}",,,,
xwd:sha256:4361a83ef975725d8850c69aecb5829c1d9d33db5f4c9b7e2174685cdb1b7847,match,0.7131,0.89,676,2018-03-14,Satoru Nakameura,M,676,2018-03-14,Satoru Kaito Nakamura,M,"{""birth_date"": 1.0, ""name"": 0.89, ""name_tftoken"": 0.249}",,,,
xwd:sha256:3f753f0c4f21f14a7918256dcc29e7505ec0d0bcccb96a4d86ca20093e279758,match,0.703,0.933,620,2018-07-04,Jacob Chris Colins,M,620,2018-07-04,Jacob Christopher Collins,M,"{""birth_date"": 1.0, ""name"": 0.933, ""name_tftoken"": 0.176}",,,,
xwd:sha256:0adbd24577e9d3c443b3dc34221f07246de16f62cc590b9e2c68e3894ade65d6,match,0.7011,0.915,808,2016-08-29,Fernando A Cruze,M,808,2016-08-29,Fernando Alberto Cruz,M,"{""birth_date"": 1.0, ""name"": 0.915, ""name_tftoken"": 0.188}",,,,
xwd:sha256:1d24d21daa06974a4fa54c2e4b7f737eb4fca9dafc9c60cc906f1ac53858df62,review,0.6952,0.91,496,2019-01-09,Samuel J Cartre,M,496,2019-01-09,Samuel Joseph Carter,M,"{""birth_date"": 1.0, ""name"": 0.91, ""name_tftoken"": 0.175}",,,,
xwd:sha256:f4acb3d68938a094112a7168f3bae38ff1d09584dfdc46a34d0060ef4d28f321,review,0.6939,0.878,416,2018-07-23,Arabel Cooper,F,416,2018-07-23,Arabella Grace Cooper,F,"{""birth_date"": 1.0, ""name"": 0.878, ""name_tftoken"": 0.204}",,,,
xwd:sha256:f25fc6b65e405a40935cdb5f9dafec29ffb1dd7650e2269ee4c95929389d6a57,review,0.6921,0.935,719,2020-10-21,Adrian R Ramirez,F,719,2020-10-21,Adriana Rosa Ramirez,F,"{""birth_date"": 1.0, ""name"": 0.935, ""name_tftoken"": 0.141}",,,,
xwd:sha256:2d2bd7558ea71c200e490f61a99526a25f7bde895e27afdbf505af8720a9e806,review,0.6919,0.946,155,2016-10-12,Chelsey Elizabeth Wattson,F,155,2016-10-12,Kelsey Elizabeth Watson,F,"{""birth_date"": 1.0, ""name"": 0.946, ""name_tftoken"": 0.13}",,,,
xwd:sha256:c7a1daa7cee4123143f921752fd772a78ef04083718c4500295ff40bfbbd8c45,review,0.6914,0.889,908,2016-09-14,Ahmed N Abdullah,M,908,2016-09-14,Ahmed Nasser Alabdullah,M,"{""birth_date"": 1.0, ""name"": 0.889, ""name_tftoken"": 0.185}",,,,
xwd:sha256:065765b08b16e36f314644e4a2fb3f522c4f903f5fc08a92120da05e6c7cdcf8,review,0.6908,0.91,770,2017-05-18,Sofia R Marqeuz,F,770,2017-05-18,Sofia Renata Marquez,F,"{""birth_date"": 1.0, ""name"": 0.91, ""name_tftoken"": 0.162}",,,,
xwd:sha256:f280d1fbe0d29a99ca26ce13e8c7913e20d3607c77f2a1e147e652e59ea3fcf4,review,0.6854,0.871,324,2018-05-02,Harpper Davis,F,324,2018-05-02,Harper Madison Davis,F,"{""birth_date"": 1.0, ""name"": 0.871, ""name_tftoken"": 0.185}",,,,
